# JD Flux Error
2.457137863171296194e+06 9.861176925291793571e-01 1.067923947550437035e-02
2.457137863402777817e+06 9.803704004285087592e-01 1.071084722342659223e-02
2.457137863634259440e+06 1.030120108576050075e+00 1.081064993465414258e-02
2.457137863865740597e+06 9.792531764414537099e-01 1.049072661877262051e-02
2.457137864097222220e+06 1.024167197852199562e+00 1.088110021672069987e-02
2.457137864328703843e+06 9.561933535725426481e-01 1.058755924059733705e-02
2.457137864560185000e+06 1.031726387658532085e+00 1.085211276934693915e-02
2.457137864791666623e+06 1.022825919921115823e+00 1.091760326745546024e-02
2.457137865023148246e+06 9.844947016168411613e-01 1.058144950459674778e-02
2.457137865254629403e+06 1.015086866630150242e+00 1.047705390240916482e-02
2.457137865486111026e+06 1.006528142682983074e+00 1.058802379450642442e-02
2.457137865717592649e+06 1.018521137508809016e+00 1.065058230833700742e-02
2.457137865949074272e+06 9.891266271042274960e-01 1.048708184973298069e-02
2.457137866180555429e+06 1.001088119680573874e+00 1.066079050799479365e-02
2.457137866412037052e+06 9.926008916996114095e-01 1.053651130083634556e-02
2.457137866643518675e+06 1.021289936510564100e+00 1.080488948192495115e-02
2.457137866874999832e+06 9.992800408400239753e-01 1.067993424983319090e-02
2.457137867106481455e+06 9.935454545573750851e-01 1.055005415900145405e-02
2.457137867337963078e+06 9.922247527980598836e-01 1.053009088580576097e-02
2.457137867569444235e+06 1.014979461293761265e+00 1.059265168372257662e-02
2.457137867800925858e+06 1.006514023970283889e+00 1.047818755850058077e-02
2.457137868032407481e+06 9.794390069969479695e-01 1.063496663246289199e-02
2.457137868263889104e+06 9.950860107042507341e-01 1.062362484059436313e-02
2.457137868495370261e+06 9.605083192792921443e-01 1.043704461781399043e-02
2.457137868726851884e+06 9.939061360472580819e-01 1.063046999535908164e-02
2.457137868958333507e+06 9.934444852977085683e-01 1.051036751878072460e-02
2.457137869189814664e+06 9.761636092225653982e-01 1.032755328668507992e-02
2.457137869421296287e+06 9.942826282471380894e-01 1.045773948628783007e-02
2.457137869652777910e+06 1.006728052687485775e+00 1.050917051951659985e-02
2.457137869884259067e+06 9.495134769011102094e-01 1.026508335726993536e-02
2.457137870115740690e+06 9.904874667392522536e-01 1.064461752308767419e-02
2.457137870347222313e+06 9.803429265372165524e-01 1.074997389629621901e-02
2.457137870578703936e+06 9.957803913563213483e-01 1.060348054420993773e-02
2.457137870810185093e+06 1.014799066043888809e+00 1.057347974824437292e-02
2.457137871041666716e+06 1.009257260243377363e+00 1.051391104250087513e-02
2.457137871273148339e+06 9.841177674598883263e-01 1.045870432061822390e-02
2.457137871504629496e+06 9.779963271705345296e-01 1.034589348475397665e-02
2.457137871736111119e+06 9.768491891667298033e-01 1.025829841268974252e-02
2.457137871967592742e+06 1.009886871216465254e+00 1.054796815135158362e-02
2.457137872199073900e+06 1.009888702786644776e+00 1.068569880695843452e-02
2.457137872430555522e+06 1.018058426691172969e+00 1.062945491263031159e-02
2.457137872662037145e+06 9.856788041517153820e-01 1.048326044023993077e-02
2.457137872893518303e+06 1.030645836180719366e+00 1.085253167656891754e-02
2.457137873124999925e+06 1.038570297835907708e+00 1.091328255869216009e-02
2.457137873356481548e+06 9.962869780135289455e-01 1.059751096822344509e-02
2.457137873587963171e+06 1.008167484354593579e+00 1.072140658488702700e-02
2.457137873819444329e+06 9.965018278749544489e-01 1.074983972179069380e-02
2.457137874050925951e+06 9.850984804125457739e-01 1.057346363806699503e-02
2.457137874282407574e+06 1.011208339473659290e+00 1.059485833010360978e-02
2.457137874513888732e+06 9.886852214069858924e-01 1.041097849278612569e-02
2.457137874745370355e+06 1.026219881370928899e+00 1.080642386268929230e-02
2.457137874976851977e+06 1.017612430610936647e+00 1.058235040752464155e-02
2.457137875208333135e+06 1.022243991107117500e+00 1.062169860142893676e-02
2.457137875439814758e+06 9.602646424286437332e-01 1.021922731347643665e-02
2.457137875671296380e+06 9.929038829236072061e-01 1.047824022310854357e-02
2.457137875902778003e+06 1.000095595710425611e+00 1.061407973047110570e-02
2.457137876134259161e+06 1.002526846093212409e+00 1.054499981067540289e-02
2.457137876365740784e+06 9.983758512806589769e-01 1.051335917867296695e-02
2.457137876597222406e+06 1.009114814839356500e+00 1.061091400942912669e-02
2.457137876828703564e+06 9.729846096616546758e-01 1.036063014150444272e-02
2.457137877060185187e+06 1.009396136868599747e+00 1.077124939740926358e-02
2.457137877291666809e+06 9.913119086313935124e-01 1.062442371454507851e-02
2.457137877523147967e+06 9.766397679241750618e-01 1.048369832835261382e-02
2.457137877754629590e+06 1.005112433316604603e+00 1.057369145834649929e-02
2.457137877986111213e+06 9.897556447586247641e-01 1.048371030098198091e-02
2.457137878217592370e+06 9.936524735833702771e-01 1.068034736801935433e-02
2.457137878449073993e+06 9.965506685467592218e-01 1.068591743590178479e-02
2.457137878680555616e+06 1.018591362522986765e+00 1.065386039406378445e-02
2.457137878912037238e+06 9.833773467594629780e-01 1.053706166986424254e-02
2.457137879143518396e+06 9.802338792006237700e-01 1.045874229562809496e-02
2.457137879375000019e+06 9.829214409577023970e-01 1.046618620360862360e-02
2.457137879606481642e+06 1.013493944673967473e+00 1.052557369119993917e-02
2.457137879837962799e+06 1.006526613654297408e+00 1.051668536098820765e-02
2.457137880069444422e+06 1.003418964061050023e+00 1.065533177050454611e-02
2.457137880300926045e+06 9.882306562133973404e-01 1.039831703036144493e-02
2.457137880532407202e+06 1.030161752050154256e+00 1.074096577381422266e-02
2.457137880763888825e+06 9.990511232099593686e-01 1.042398624592696769e-02
2.457137880995370448e+06 1.009032779839765581e+00 1.061415830077971391e-02
2.457137881226852071e+06 1.002343408717648821e+00 1.054251740883614674e-02
2.457137881458333228e+06 1.010560305282295790e+00 1.061786296573869783e-02
2.457137881689814851e+06 1.005386100014990625e+00 1.052884382887410084e-02
2.457137881921296474e+06 9.911362856979523128e-01 1.051960377723276142e-02
2.457137882152777631e+06 9.982511246608900546e-01 1.046506448409966622e-02
2.457137882384259254e+06 1.031604287974684953e+00 1.069807702568223093e-02
2.457137882615740877e+06 9.975207633973556254e-01 1.033032577445931396e-02
2.457137882847222034e+06 1.056327727360744984e+00 1.081618743851120099e-02
2.457137883078703657e+06 1.032087447309550043e+00 1.058224218519072425e-02
2.457137883310185280e+06 9.755388020809335758e-01 1.024158383138621883e-02
2.457137883541666437e+06 1.006218439079824556e+00 1.054532215649362642e-02
2.457137883773148060e+06 1.037352396003082600e+00 1.061417924813717016e-02
2.457137884004629683e+06 9.905994352708004103e-01 1.053177116017026821e-02
2.457137884236111306e+06 1.000906771659791916e+00 1.048795047040826378e-02
2.457137884467592463e+06 9.945312778820646349e-01 1.062639186241867706e-02
2.457137884699074086e+06 9.845504348035446496e-01 1.044237285294532559e-02
2.457137884930555709e+06 9.788261620479953296e-01 1.042652320955833427e-02
2.457137885162036866e+06 9.797537762988834942e-01 1.031737696251890796e-02
2.457137885393518489e+06 1.019301640200800829e+00 1.057535559831734515e-02
2.457137885625000112e+06 9.830787679872542428e-01 1.032904229774998621e-02
2.457137885856481269e+06 1.007109609073463252e+00 1.064786314314452968e-02
2.457137886087962892e+06 9.895844097742002576e-01 1.053149628948404221e-02
2.457137886319444515e+06 9.922464986585780577e-01 1.057481165210609995e-02
2.457137886550926138e+06 9.772125586150588461e-01 1.055973540973476933e-02
2.457137886782407295e+06 9.912696535398175524e-01 1.045285623353962509e-02
2.457137887013888918e+06 1.034233311341091088e+00 1.091594810562635486e-02
2.457137887245370541e+06 1.014280826250980372e+00 1.073885984866860058e-02
2.457137887476851698e+06 9.962566087421801386e-01 1.070287305145668430e-02
2.457137887708333321e+06 1.041156052047612413e+00 1.116030942158355473e-02
2.457137887939814944e+06 9.591700727415406469e-01 1.047412657312406063e-02
2.457137888171296101e+06 1.009182190932796708e+00 1.092002146709764032e-02
2.457137888402777724e+06 1.026972869671546329e+00 1.098974349961936818e-02
2.457137888634259347e+06 1.005815427083053937e+00 1.085670238299562759e-02
2.457137888865740970e+06 9.991073655944726628e-01 1.096705198642525594e-02
2.457137889097222127e+06 9.879735117288256374e-01 1.061145801180195768e-02
2.457137889328703750e+06 9.672045243988601770e-01 1.048269669363234742e-02
2.457137889560185373e+06 1.016559466050223515e+00 1.081965442377746250e-02
2.457137889791666530e+06 9.994548486558715306e-01 1.059015229138495634e-02
2.457137890023148153e+06 9.708110222443178117e-01 1.073200586995030209e-02
2.457137890254629776e+06 1.011103924501476348e+00 1.078475657255058978e-02
2.457137890486110933e+06 9.930271857817284387e-01 1.067579048801190617e-02
2.457137890717592556e+06 9.975232643764911922e-01 1.065399376075591709e-02
2.457137890949074179e+06 1.006409723217775776e+00 1.066732771997234291e-02
2.457137891180555336e+06 9.817710540966467780e-01 1.074071892640758759e-02
2.457137891412036959e+06 9.856631734322380822e-01 1.069065954209330940e-02
2.457137891643518582e+06 9.808199090461771075e-01 1.071379972992849566e-02
2.457137891875000205e+06 1.001903817552645348e+00 1.079674470011227766e-02
2.457137892106481362e+06 1.027103452856640953e+00 1.090154082163357838e-02
2.457137892337962985e+06 9.959991581690987861e-01 1.089414220970010873e-02
2.457137892569444608e+06 9.933342667519057256e-01 1.080243425140562860e-02
2.457137892800925765e+06 9.903800083454696868e-01 1.073124606597296304e-02
2.457137893032407388e+06 9.868763297195025652e-01 1.085484663223217419e-02
2.457137893263889011e+06 9.762978408518445672e-01 1.082754639507008815e-02
2.457137893495370168e+06 1.012235876483926322e+00 1.110363344175319643e-02
2.457137893726851791e+06 9.961588207731524314e-01 1.081861031262878331e-02
2.457137893958333414e+06 9.861687714752125355e-01 1.102428655426227790e-02
2.457137894189815037e+06 1.013371532599352864e+00 1.095263205789031441e-02
2.457137894421296194e+06 1.033551499228743342e+00 1.104428115315317371e-02
2.457137894652777817e+06 1.041550825350158194e+00 1.113574503723070014e-02
2.457137894884259440e+06 1.015000823134337260e+00 1.088797141545022260e-02
2.457137895115740597e+06 9.910041808151690557e-01 1.090453079038874486e-02
2.457137895347222220e+06 9.934723804758307519e-01 1.088884258873418914e-02
2.457137895578703843e+06 1.014917178750657678e+00 1.092367387644727593e-02
2.457137895810185000e+06 9.519984928796922929e-01 1.067232520893657971e-02
2.457137896041666623e+06 1.003732077547408119e+00 1.086050127763952579e-02
2.457137896273148246e+06 1.000973716993596607e+00 1.086528254008869987e-02
2.457137896504629403e+06 9.812756411770009457e-01 1.079827480659243701e-02
2.457137896736111026e+06 1.038482008604807216e+00 1.100398384921651498e-02
2.457137896967592649e+06 9.998472250693875019e-01 1.079889161360695661e-02
2.457137897199074272e+06 1.013192848354999898e+00 1.092871248659860704e-02
2.457137897430555429e+06 1.003605605644728005e+00 1.099405674168868821e-02
2.457137897662037052e+06 9.871609322007023346e-01 1.076469943767510880e-02
2.457137897893518675e+06 9.986908535501838324e-01 1.092701527720545303e-02
2.457137898124999832e+06 9.640232866475710871e-01 1.078553802578527572e-02
2.457137898356481455e+06 9.784974344536747637e-01 1.078465577086106658e-02
2.457137898587963078e+06 9.796119185136807905e-01 1.080178316085842090e-02
2.457137898819444235e+06 9.843507697801954226e-01 1.066279270383772675e-02
2.457137899050925858e+06 1.004040825210876786e+00 1.076537037215066078e-02
2.457137899282407481e+06 9.946857611404194000e-01 1.076612036632347558e-02
2.457137899513889104e+06 9.958330032641696805e-01 1.094848412495901153e-02
2.457137899745370261e+06 1.016535189945135587e+00 1.098670290952021358e-02
2.457137899976851884e+06 9.872830373896763767e-01 1.079967629245901298e-02
2.457137900208333507e+06 1.017594835151898858e+00 1.100536856301245585e-02
2.457137900439814664e+06 9.844329078976939984e-01 1.069127112278454514e-02
2.457137900671296287e+06 9.953274876260602699e-01 1.086207603017773533e-02
2.457137900902777910e+06 1.019994238273366216e+00 1.106305395324896218e-02
2.457137901134259067e+06 1.011750365182983336e+00 1.108771160116438399e-02
2.457137901365740690e+06 1.002123661118574649e+00 1.105335628912718256e-02
2.457137901597222313e+06 1.016974211541008311e+00 1.129279147144428806e-02
2.457137901828703936e+06 9.749302726190518520e-01 1.113040441699932742e-02
2.457137902060185093e+06 9.629750421986602582e-01 1.105332557444053607e-02
2.457137902291666716e+06 9.274079467482176931e-01 1.074009981778244367e-02
2.457137902523148339e+06 9.745845016590627408e-01 1.083211482539483787e-02
2.457137902754629496e+06 9.832817724195888065e-01 1.094433484490635496e-02
2.457137902986111119e+06 9.999413075974218357e-01 1.104902450933169245e-02
2.457137903217592742e+06 1.029592750496219011e+00 1.099791738274257490e-02
2.457137903449073900e+06 1.007546089273201106e+00 1.097485496897063553e-02
2.457137903680555522e+06 1.008066362597053178e+00 1.106797390214355435e-02
2.457137903912037145e+06 9.770242857104437517e-01 1.090870804557554814e-02
2.457137904143518303e+06 9.776304730202566295e-01 1.093888415091275046e-02
2.457137904374999925e+06 9.999497307201457019e-01 1.114377320620463414e-02
2.457137904606481548e+06 1.008010913137371123e+00 1.119591677943660747e-02
2.457137904837963171e+06 1.041905531070221214e+00 1.136973061616172558e-02
2.457137905069444329e+06 9.833906909270109242e-01 1.085413615029832100e-02
2.457137905300925951e+06 9.837230547682633830e-01 1.105803957175915779e-02
2.457137905532407574e+06 9.944521888264191700e-01 1.107425676493931262e-02
2.457137905763888732e+06 1.024654097602722524e+00 1.138994760011185700e-02
2.457137905995370355e+06 9.745334979723334623e-01 1.100157475837959878e-02
2.457137906226851977e+06 1.011573335090797610e+00 1.093763020864962736e-02
2.457137906458333135e+06 9.788740653947358705e-01 1.080544898376226137e-02
2.457137906689814758e+06 9.917236057062588372e-01 1.099359841209911377e-02
2.457137906921296380e+06 1.000337344712243670e+00 1.108235062379745763e-02
2.457137907152778003e+06 9.987314274315055584e-01 1.082807822020041139e-02
2.457137907384259161e+06 9.948163301647098278e-01 1.092138468219593442e-02
2.457137907615740784e+06 1.013988353115759633e+00 1.115888938486259661e-02
2.457137907847222406e+06 1.003721833997031077e+00 1.105530166947590355e-02
2.457137908078703564e+06 1.031864392365965832e+00 1.116079743453885290e-02
2.457137908310185187e+06 9.557333637947776905e-01 1.080758643917742630e-02
2.457137908541666809e+06 9.835064981900685233e-01 1.083682943292672840e-02
2.457137908773147967e+06 1.030861499047612373e+00 1.110382799200952328e-02
2.457137909004629590e+06 9.795728695502935457e-01 1.100721148084875256e-02
2.457137909236111213e+06 9.888990349672762692e-01 1.090990978033413127e-02
2.457137909467592370e+06 1.022977978120919396e+00 1.147977699563225082e-02
2.457137909699073993e+06 9.678886632999941231e-01 1.093080917670836809e-02
2.457137909930555616e+06 1.024449497307839518e+00 1.098178576728823033e-02
2.457137910162037238e+06 9.823475222327451295e-01 1.093803207215061392e-02
2.457137910393518396e+06 9.930306663723302840e-01 1.102527292965143832e-02
2.457137910625000019e+06 9.992603925707441714e-01 1.095946797660012767e-02
2.457137910856481642e+06 1.022011987570276448e+00 1.092552960431388866e-02
2.457137911087962799e+06 9.678266866890024023e-01 1.079667157128537912e-02
2.457137911319444422e+06 9.692284008565609232e-01 1.081790200019854160e-02
2.457137911550926045e+06 9.883351038443780601e-01 1.076842296319875658e-02
2.457137911782407202e+06 9.912852967591221365e-01 1.078986402714652432e-02
2.457137912013888825e+06 9.845625031451646914e-01 1.069721398971313492e-02
2.457137912245370448e+06 1.028720843897602766e+00 1.099420152013906062e-02
2.457137912476852071e+06 9.755732778899018909e-01 1.064613472963153555e-02
2.457137912708333228e+06 1.002274665003509035e+00 1.101766657634851813e-02
2.457137912939814851e+06 9.987285089537666360e-01 1.090723973894125454e-02
2.457137913171296474e+06 9.948161487253944779e-01 1.089313132323876075e-02
2.457137913402777631e+06 9.966540395566945154e-01 1.113375441598896641e-02
2.457137913634259254e+06 1.022275173046365282e+00 1.110352669522081392e-02
2.457137913865740877e+06 9.885428213014668675e-01 1.094732905203935416e-02
2.457137914097222034e+06 1.036676440568728985e+00 1.110253501107924708e-02
2.457137914328703657e+06 1.002612519163402771e+00 1.179767944664050598e-02
2.457137914560185280e+06 9.821940827797908113e-01 1.349575945305213527e-02
2.457137914791666437e+06 1.010447409503556715e+00 1.271864540991763520e-02
2.457137915023148060e+06 9.782527270805885244e-01 1.168296535613218452e-02
2.457137915254629683e+06 1.054511614319802781e+00 1.195187365989992638e-02
2.457137915486111306e+06 9.887473574652864139e-01 1.165790418022677986e-02
2.457137915717592463e+06 9.941440081821661945e-01 1.133820638856640473e-02
